Year,Horsepower,Cylinders,Mileage,Price,Age
2014,240.0,4.0,24,41700,11
2015,240.0,4.0,24,36600,10
2015,240.0,4.0,24,39100,10
2015,240.0,4.0,24,41700,10
2008,300.0,8.0,17,48525,17
2008,300.0,8.0,17,54025,17
2009,300.0,8.0,17,45975,16
2014,340.0,6.0,19,49700,11
2014,340.0,6.0,19,59900,11
2014,340.0,6.0,19,54600,11
2014,340.0,6.0,19,69279,11
2015,340.0,6.0,19,60600,10
2015,340.0,6.0,19,50400,10
2015,340.0,6.0,19,55300,10
2016,340.0,6.0,19,50400,9
2016,340.0,6.0,19,55300,9
2016,340.0,6.0,19,60600,9
1998,290.0,8.0,23,4207,27
1999,290.0,8.0,23,4556,26
2000,290.0,8.0,23,5035,25
2004,290.0,8.0,23,55375,21
2005,290.0,8.0,23,56225,20
2006,278.0,8.0,23,56525,19
2015,360.0,8.0,23,82305,10
2015,386.0,8.0,24,84500,10
2015,386.0,8.0,24,78820,10
2015,386.0,8.0,24,72520,10
2015,360.0,8.0,23,75465,10
2015,360.0,8.0,23,87500,10
2016,360.0,8.0,23,75465,9
2016,386.0,8.0,24,78820,9
2016,386.0,8.0,24,72520,9
2016,360.0,8.0,23,82305,9
2017,359.0,8.0,23,82305,8
2017,386.0,8.0,24,72520,8
2017,386.0,8.0,24,78820,8
2017,359.0,8.0,23,75465,8
2014,438.0,8.0,23,120060,11
2015,438.0,8.0,23,120440,10
2016,438.0,8.0,23,120440,9
2004,232.0,6.0,24,36770,21
2004,280.0,8.0,23,43370,21
2004,232.0,6.0,24,36140,21
2004,280.0,8.0,23,39970,21
2004,232.0,6.0,24,32370,21
2005,280.0,8.0,22,43590,20
2005,232.0,6.0,24,32640,20
2005,232.0,6.0,24,36360,20
2005,232.0,6.0,24,36990,20
2005,280.0,8.0,22,40190,20
2006,280.0,8.0,23,39285,19
1997,240.0,6.0,24,2136,28
1997,205.0,6.0,26,2080,28
1998,195.0,6.0,27,2283,27
1998,240.0,6.0,25,2444,27
1999,240.0,6.0,25,2681,26
1999,205.0,6.0,27,2356,26
1990,150.0,8.0,22,2000,35
1990,150.0,8.0,22,2000,35
1990,150.0,8.0,22,2000,35
1990,150.0,8.0,22,2000,35
1990,150.0,8.0,22,2000,35
1990,150.0,8.0,22,2000,35
1991,150.0,8.0,22,2000,34
1991,150.0,8.0,22,2000,34
1991,150.0,8.0,22,2000,34
1991,150.0,8.0,22,2000,34
1991,150.0,8.0,22,2000,34
1991,150.0,8.0,22,2000,34
1991,150.0,8.0,22,2000,34
2009,292.0,8.0,22,40205,16
2009,227.0,6.0,26,32520,16
2009,227.0,6.0,26,29265,16
2009,227.0,6.0,26,35770,16
2009,227.0,6.0,26,33120,16
2009,227.0,6.0,26,35270,16
2009,227.0,6.0,26,30770,16
2009,227.0,6.0,26,34670,16
2010,227.0,6.0,26,35730,15
2010,227.0,6.0,26,30930,15
2010,227.0,6.0,26,34830,15
2010,227.0,6.0,26,33230,15
2010,227.0,6.0,26,32730,15
2010,292.0,8.0,22,42515,15
2010,227.0,6.0,26,29230,15
2010,227.0,6.0,26,35625,15
2010,227.0,6.0,26,36230,15
2011,227.0,6.0,27,29730,14
2011,227.0,6.0,27,35675,14
2011,227.0,6.0,27,33130,14
2011,292.0,8.0,23,44460,14
1994,120.0,6.0,21,2000,31
1994,120.0,6.0,21,2000,31
1995,120.0,6.0,21,2000,30
1995,120.0,6.0,21,2000,30
1996,180.0,6.0,24,2000,29
1996,180.0,6.0,24,2000,29
1999,160.0,6.0,26,2000,26
1999,160.0,6.0,26,2000,26
1999,200.0,6.0,27,2044,26
2000,175.0,6.0,27,2100,25
2001,175.0,6.0,26,18890,24
1996,212.0,6.0,14,3667,29
1997,212.0,6.0,14,4282,28
2005,235.0,8.0,16,65225,20
2006,275.0,8.0,15,67395,19
2007,268.0,8.0,15,67395,18
2015,383.0,8.0,17,83180,10
2016,383.0,8.0,18,88880,9
2017,383.0,8.0,18,89380,8
2013,240.0,6.0,28,51270,12
2013,518.0,8.0,17,96100,12
2013,402.0,8.0,20,58800,12
2013,302.0,6.0,23,49770,12
2013,302.0,6.0,23,47270,12
2014,518.0,8.0,17,97250,11
2014,240.0,6.0,28,51790,11
2014,302.0,6.0,22,50290,11
2014,402.0,8.0,19,59450,11
2014,302.0,6.0,24,47790,11
2015,329.0,6.0,22,62900,10
2015,302.0,6.0,24,48300,10
2015,518.0,8.0,17,98400,10
2015,302.0,6.0,22,50800,10
2016,365.0,6.0,26,51700,9
2017,365.0,6.0,26,51700,8
1990,162.0,6.0,23,2000,35
1991,162.0,6.0,23,2000,34
1991,162.0,6.0,23,2000,34
1992,162.0,6.0,23,2000,33
1992,162.0,6.0,23,2000,33
2008,275.0,6.0,23,43900,17
2008,275.0,6.0,22,45650,17
2009,303.0,6.0,25,45800,16
2009,275.0,6.0,22,47950,16
2010,303.0,6.0,25,45800,15
2010,303.0,6.0,22,47950,15
2011,330.0,6.0,24,49200,14
2011,330.0,6.0,26,47050,14
2015,425.0,6.0,26,62000,10
2016,425.0,6.0,26,63500,9
2017,425.0,6.0,26,64000,8
2016,493.0,6.0,23,133205,9
2008,325.0,8.0,21,50250,17
2008,325.0,8.0,20,52750,17
2009,325.0,8.0,21,52150,16
2009,325.0,8.0,20,54650,16
2010,325.0,8.0,20,54650,15
2010,325.0,8.0,21,52150,15
2015,425.0,6.0,26,64200,10
2015,425.0,6.0,26,72500,10
2016,425.0,6.0,26,74200,9
2016,425.0,6.0,26,65700,9
2017,425.0,6.0,26,74700,8
2017,425.0,6.0,26,66200,8
2011,420.0,8.0,23,60950,14
2011,420.0,8.0,25,58450,14
2014,552.0,8.0,20,92900,11
2015,560.0,8.0,20,93600,10
2016,560.0,8.0,20,94100,9
2015,560.0,8.0,20,115700,10
2016,552.0,8.0,20,117200,9
2017,560.0,8.0,20,117500,8
2015,560.0,8.0,20,118200,10
2015,560.0,8.0,20,111900,10
2016,552.0,8.0,20,119700,9
2016,552.0,8.0,20,113400,9
2017,560.0,8.0,20,113700,8
2017,560.0,8.0,22,120000,8
2015,400.0,6.0,23,72300,10
2015,340.0,6.0,23,49900,10
2016,340.0,6.0,23,52600,9
2016,400.0,6.0,23,73900,9
2017,360.0,6.0,23,67200,8
2017,340.0,6.0,23,54400,8
2017,400.0,6.0,23,76000,8
2017,252.0,4.0,25,47500,8
2006,340.0,8.0,22,32855,19
2006,340.0,8.0,23,30855,19
2006,190.0,6.0,26,22680,19
2006,250.0,6.0,22,29100,19
2006,425.0,8.0,18,37320,19
2007,250.0,6.0,22,29860,18
2007,190.0,6.0,26,23370,18
2007,340.0,8.0,23,31515,18
2007,340.0,8.0,22,33615,18
2007,425.0,8.0,18,37795,18
2008,425.0,8.0,18,38105,17
2008,340.0,8.0,22,33880,17
2008,250.0,6.0,24,27225,17
2008,250.0,6.0,22,29855,17
2008,340.0,8.0,23,31780,17
2008,178.0,6.0,26,23420,17
2008,219.0,6.0,29,20320,17
2008,145.0,4.0,30,17935,17
2008,219.0,6.0,29,19695,17
2008,164.0,4.0,32,23640,17
2009,164.0,4.0,34,25555,16
2010,164.0,4.0,34,25925,15
2016,197.0,4.0,34,23835,9
2016,197.0,4.0,34,22565,9
2016,197.0,4.0,34,28420,9
2016,197.0,4.0,34,22565,9
2005,200.0,6.0,28,24610,20
2005,200.0,6.0,28,21465,20
2005,200.0,6.0,28,20965,20
2006,201.0,6.0,28,23465,19
2006,201.0,6.0,28,20165,19
2006,240.0,6.0,24,23265,19
2006,201.0,6.0,28,19565,19
2007,217.0,6.0,28,20575,18
2007,217.0,6.0,28,19795,18
2007,240.0,6.0,22,23710,18
2007,217.0,6.0,28,23915,18
2015,196.0,4.0,36,28195,10
2015,196.0,4.0,36,25470,10
2015,259.0,4.0,30,30355,10
2015,196.0,4.0,36,22340,10
2015,259.0,4.0,30,27005,10
2015,196.0,4.0,36,23610,10
2015,196.0,4.0,36,22340,10
2016,160.0,4.0,37,21625,9
2016,250.0,4.0,33,28620,9
2016,182.0,4.0,46,27770,9
2016,250.0,4.0,33,30920,9
2016,160.0,4.0,37,23120,9
2016,160.0,4.0,37,25020,9
2016,160.0,4.0,37,23120,9
2017,160.0,4.0,36,25125,8
2017,182.0,4.0,43,27875,8
2017,160.0,4.0,36,21680,8
2017,250.0,4.0,33,30975,8
2017,160.0,4.0,36,23225,8
2006,300.0,8.0,18,38680,19
2006,300.0,8.0,16,42235,19
2007,300.0,8.0,16,41225,18
2007,300.0,8.0,16,41525,18
2007,300.0,8.0,16,38425,18
2007,300.0,8.0,16,38125,18
2008,300.0,8.0,16,38915,17
2008,300.0,8.0,17,42015,17
2008,300.0,8.0,17,41715,17
2008,300.0,8.0,16,38615,17
1996,280.0,8.0,24,2000,29
1996,280.0,8.0,24,2000,29
1997,280.0,8.0,24,2263,28
1997,280.0,8.0,24,2209,28
1998,280.0,8.0,24,2411,27
1998,290.0,8.0,24,2459,27
1990,225.0,8.0,22,2000,35
1990,225.0,8.0,22,2000,35
1991,225.0,8.0,22,2000,34
1991,225.0,8.0,22,2000,34
1992,225.0,8.0,22,2000,33
1992,225.0,8.0,22,2000,33
2011,132.0,4.0,32,19685,14
2011,158.0,4.0,29,20755,14
2011,158.0,4.0,28,19565,14
2011,158.0,4.0,26,21715,14
2011,132.0,4.0,32,18845,14
2012,158.0,4.0,26,21715,13
2012,132.0,4.0,32,18845,13
2012,158.0,4.0,29,20755,13
2012,132.0,4.0,32,19685,13
2012,158.0,4.0,28,19565,13
2013,132.0,4.0,32,20115,12
2013,158.0,4.0,26,22415,12
2013,158.0,4.0,28,20265,12
2013,158.0,4.0,29,21455,12
2013,132.0,4.0,32,19275,12
2014,290.0,6.0,26,34380,11
2014,290.0,6.0,26,31290,11
2016,300.0,6.0,30,36990,9
2016,300.0,6.0,30,34490,9
2016,300.0,6.0,30,32510,9
2016,300.0,6.0,30,39960,9
2016,300.0,6.0,30,37770,9
2017,300.0,6.0,30,34590,8
2017,300.0,6.0,30,37090,8
2017,300.0,6.0,30,40040,8
2017,300.0,6.0,30,32610,8
2017,300.0,6.0,30,37870,8
2016,523.0,12.0,20,189350,9
2017,523.0,12.0,21,191300,8
2011,263.0,4.0,25,23700,14
2012,263.0,4.0,25,24000,13
2013,263.0,4.0,25,24200,12
2006,274.0,4.0,23,27995,19
2006,274.0,4.0,23,29925,19
2007,274.0,4.0,23,29925,18
2007,274.0,4.0,23,27995,18
2004,178.0,4.0,24,25730,21
2005,178.0,4.0,24,25780,20
2005,178.0,4.0,24,26580,20
2003,170.0,4.0,27,20480,22
2003,170.0,4.0,27,19980,22
2001,315.0,6.0,23,44990,24
2001,315.0,6.0,23,45990,24
2002,315.0,6.0,25,44990,23
2006,330.0,6.0,22,49300,19
2006,330.0,6.0,22,51300,19
2015,290.0,6.0,27,44565,10
2015,290.0,6.0,27,48840,10
2015,290.0,6.0,27,50840,10
2015,290.0,6.0,28,42565,10
2015,290.0,6.0,28,48840,10
2015,290.0,6.0,28,46840,10
2015,290.0,6.0,27,56780,10
2015,290.0,6.0,28,54780,10
2016,290.0,6.0,27,43015,9
2016,290.0,6.0,27,49440,9
2016,290.0,6.0,26,46515,9
2016,290.0,6.0,27,44515,9
2016,290.0,6.0,26,55230,9
2016,290.0,6.0,26,45015,9
2016,290.0,6.0,27,53230,9
2016,290.0,6.0,26,52640,9
2016,290.0,6.0,26,51440,9
2016,290.0,6.0,26,50640,9
2016,290.0,6.0,27,55230,9
2016,290.0,6.0,26,49440,9
2016,290.0,6.0,27,47440,9
2016,290.0,6.0,27,48640,9
2016,290.0,6.0,27,50640,9
2016,290.0,6.0,26,57230,9
2017,290.0,6.0,26,56400,8
2017,290.0,6.0,27,48360,8
2017,290.0,6.0,26,50360,8
2017,290.0,6.0,26,52360,8
2017,290.0,6.0,26,58400,8
2017,290.0,6.0,27,56400,8
2017,290.0,6.0,27,43950,8
2017,290.0,6.0,27,50360,8
2017,290.0,6.0,26,45950,8
2017,290.0,6.0,27,54400,8
2016,208.0,4.0,23,32500,9
2016,208.0,4.0,24,28950,9
1999,55.0,3.0,42,2000,26
1999,79.0,4.0,39,2000,26
1999,79.0,4.0,39,2000,26
2000,79.0,4.0,38,2000,25
2000,55.0,3.0,41,2000,25
2000,79.0,4.0,38,2000,25
2001,79.0,4.0,31,12515,24
1994,116.0,4.0,23,2000,31
1994,116.0,6.0,20,2000,31
1994,151.0,4.0,23,2000,31
1995,116.0,4.0,23,2000,30
1996,116.0,4.0,23,2000,29
2000,210.0,6.0,25,2381,25
2000,210.0,6.0,25,2337,25
2000,170.0,6.0,24,2138,25
2001,210.0,6.0,25,31025,24
2001,170.0,6.0,24,28025,24
2002,170.0,6.0,24,28075,23
2002,210.0,6.0,25,31075,23
2002,210.0,6.0,25,31675,23
2002,170.0,6.0,24,28875,23
2012,330.0,6.0,24,49850,13
2012,330.0,6.0,26,47700,13
2012,360.0,6.0,32,53700,13
2012,420.0,8.0,24,59200,13
2012,420.0,8.0,23,61700,13
2013,420.0,8.0,24,61200,12
2013,360.0,6.0,32,54750,12
2013,330.0,6.0,26,48700,12
2013,420.0,8.0,23,63700,12
2013,330.0,6.0,24,50850,12
2017,78.0,3.0,40,13995,8
2017,78.0,3.0,42,16995,8
2017,78.0,3.0,42,15195,8
2014,74.0,3.0,42,12995,11
2014,74.0,3.0,44,15195,11
2014,74.0,3.0,42,14195,11
2014,74.0,3.0,44,13995,11
2015,74.0,3.0,42,12995,10
2015,74.0,3.0,42,14295,10
2015,74.0,3.0,44,15395,10
2015,74.0,3.0,44,14095,10
2015,74.0,3.0,44,14945,10
2017,78.0,3.0,41,14795,8
2017,78.0,3.0,41,12995,8
2017,78.0,3.0,43,14195,8
2017,78.0,3.0,43,15995,8
2017,78.0,3.0,43,16495,8
2015,240.0,4.0,29,46030,10
2015,240.0,4.0,26,35595,10
2015,240.0,4.0,29,33100,10
2015,240.0,4.0,26,48525,10
2016,240.0,4.0,29,46455,9
2016,240.0,4.0,26,42955,9
2016,240.0,4.0,26,48950,9
2016,240.0,4.0,29,40460,9
2016,240.0,4.0,29,33260,9
2016,240.0,4.0,26,39585,9
2016,240.0,4.0,29,37090,9
2016,240.0,4.0,26,35755,9
2017,240.0,4.0,25,41895,8
2017,240.0,4.0,28,35720,8
2017,240.0,4.0,25,35130,8
2017,240.0,4.0,28,32720,8
2017,240.0,4.0,28,39485,8
2017,240.0,4.0,25,38125,8
2017,240.0,4.0,28,45475,8
2017,240.0,4.0,25,47880,8
2014,304.0,6.0,28,38850,11
2014,304.0,6.0,26,40845,11
2014,365.0,6.0,25,45840,11
2015,365.0,6.0,25,45840,10
2015,305.0,6.0,28,38850,10
2015,305.0,6.0,26,40845,10
2016,350.0,6.0,24,41005,9
2016,350.0,6.0,26,39010,9
2016,365.0,6.0,24,46000,9
2015,365.0,6.0,23,45205,10
2015,303.0,6.0,25,43210,10
2016,303.0,6.0,24,43370,9
2016,365.0,6.0,21,45365,9
2017,303.0,6.0,24,43530,8
2017,365.0,6.0,21,49025,8
2015,305.0,6.0,23,40850,10
2015,305.0,6.0,26,38900,10
2016,303.0,6.0,26,44045,9
2016,303.0,6.0,26,47810,9
2016,303.0,6.0,26,53475,9
2016,303.0,6.0,26,38260,9
2016,303.0,6.0,26,55970,9
2016,303.0,6.0,26,45315,9
2016,303.0,6.0,26,40755,9
2016,303.0,6.0,26,41550,9
2017,303.0,6.0,25,38260,8
2017,303.0,6.0,23,44045,8
2017,303.0,6.0,23,48055,8
2017,303.0,6.0,25,45560,8
2017,303.0,6.0,25,53475,8
2017,303.0,6.0,23,40755,8
2017,303.0,6.0,25,41550,8
2017,303.0,6.0,23,55970,8
2011,191.0,4.0,36,34645,14
2015,231.0,4.0,33,45555,10
2015,231.0,4.0,33,35190,10
2015,188.0,4.0,39,35190,10
2015,231.0,4.0,31,37080,10
2015,188.0,4.0,39,45555,10
2015,231.0,4.0,31,47445,10
2016,231.0,4.0,31,37080,9
2016,188.0,4.0,39,45605,9
2016,231.0,4.0,33,45605,9
2016,231.0,4.0,31,47495,9
2016,188.0,4.0,39,35190,9
2016,231.0,4.0,33,35190,9
2017,245.0,4.0,28,36900,8
2017,245.0,4.0,31,39510,8
2017,245.0,4.0,28,49560,8
2017,245.0,4.0,31,35010,8
2017,245.0,4.0,28,41400,8
2017,245.0,4.0,31,47670,8
2017,245.0,4.0,31,36760,8
2017,245.0,4.0,28,38650,8
2000,342.0,8.0,16,5650,25
1990,150.0,6.0,24,2000,35
1990,150.0,6.0,24,2000,35
1991,150.0,6.0,24,2000,34
1991,150.0,6.0,24,2000,34
1992,150.0,6.0,24,2000,33
1992,150.0,6.0,24,2000,33
2006,201.0,6.0,23,24250,19
2006,196.0,6.0,21,27750,19
2003,185.0,6.0,24,26140,22
2003,185.0,6.0,22,33790,22
2003,185.0,6.0,24,25815,22
2003,185.0,6.0,22,30540,22
2003,185.0,6.0,24,27590,22
2003,185.0,6.0,24,24165,22
2003,185.0,6.0,24,29740,22
2004,185.0,6.0,24,23335,21
2004,185.0,6.0,22,31035,21
2004,185.0,6.0,24,25885,21
2004,185.0,6.0,24,30235,21
2005,200.0,6.0,21,30210,20
2005,185.0,6.0,23,26040,20
2005,200.0,6.0,23,24520,20
2005,200.0,6.0,23,27890,20
2005,185.0,6.0,23,30420,20
2005,200.0,6.0,21,27700,20
2005,180.0,6.0,29,22280,20
2005,200.0,6.0,28,24690,20
2005,240.0,6.0,26,28355,20
2006,242.0,6.0,26,24930,19
2006,211.0,6.0,29,20830,19
2006,303.0,8.0,26,26330,19
2006,211.0,6.0,29,20330,19
2006,242.0,6.0,26,23430,19
2007,303.0,8.0,24,27740,18
2007,211.0,6.0,29,22625,18
2007,211.0,6.0,29,21015,18
2002,197.0,6.0,20,27607,23
2002,165.0,6.0,19,27777,23
2002,197.0,6.0,17,29627,23
2002,165.0,6.0,21,22777,23
2002,197.0,6.0,17,32887,23
2002,197.0,6.0,20,31317,23
2002,165.0,6.0,19,25087,23
2002,165.0,6.0,21,25637,23
2003,165.0,6.0,19,27777,22
2003,165.0,6.0,19,25217,22
2003,197.0,6.0,20,27607,22
2003,165.0,6.0,21,22907,22
2003,197.0,6.0,17,32887,22
2003,197.0,6.0,17,29627,22
2003,165.0,6.0,21,25637,22
2003,197.0,6.0,20,31317,22
2004,197.0,6.0,19,26199,21
2004,197.0,6.0,17,25999,21
2004,197.0,6.0,17,28199,21
2004,197.0,6.0,19,23999,21
2004,215.0,6.0,18,34999,21
2005,215.0,6.0,17,35799,20
2006,215.0,6.0,17,36159,19
2012,592.0,8.0,22,229000,13
2013,616.0,8.0,22,239400,12
2004,200.0,6.0,23,28460,21
2004,200.0,6.0,23,23490,21
2005,200.0,6.0,23,28515,20
2005,200.0,6.0,23,22115,20
2005,200.0,6.0,23,22950,20
2006,200.0,6.0,23,28515,19
2006,200.0,6.0,23,22950,19
2006,200.0,6.0,23,22115,19
2003,138.0,4.0,30,25645,22
2003,138.0,4.0,29,24645,22
2004,138.0,4.0,30,25895,21
2004,138.0,4.0,29,24895,21
2005,138.0,4.0,30,26145,20
2005,138.0,4.0,29,25145,20
1993,135.0,4.0,26,2000,32
1993,200.0,4.0,25,2078,32
1994,200.0,4.0,25,2254,31
1994,135.0,4.0,26,2000,31
1995,135.0,4.0,26,2038,30
1995,200.0,4.0,25,2462,30
2014,505.0,8.0,18,298900,11
2015,505.0,8.0,18,303700,10
2016,505.0,8.0,18,303700,9
2016,530.0,8.0,18,335600,9
2012,265.0,6.0,22,44540,13
2013,265.0,6.0,22,44540,12
2014,265.0,6.0,22,41995,11
2015,260.0,6.0,28,39000,10
2015,260.0,6.0,28,38550,10
2015,260.0,6.0,28,40600,10
2015,260.0,6.0,28,36950,10
2015,260.0,6.0,28,34220,10
2015,260.0,6.0,28,29560,10
2015,260.0,6.0,28,32620,10
2015,260.0,6.0,28,31160,10
2016,260.0,6.0,28,34400,9
2016,260.0,6.0,28,39180,9
2016,250.0,4.0,30,41730,9
2016,260.0,6.0,28,32800,9
2016,260.0,6.0,28,38730,9
2016,260.0,6.0,28,29740,9
2016,260.0,6.0,28,40780,9
2016,260.0,6.0,28,31340,9
2016,250.0,4.0,31,42180,9
2016,260.0,6.0,28,37130,9
2016,250.0,4.0,31,40130,9
2016,250.0,4.0,30,43780,9
2017,260.0,6.0,28,29740,8
2017,260.0,6.0,28,31340,8
2017,260.0,6.0,28,37130,8
2017,260.0,6.0,28,38730,8
2017,260.0,6.0,28,34400,8
2017,260.0,6.0,28,32800,8
2017,260.0,6.0,28,40780,8
2017,260.0,6.0,28,39180,8
2008,632.0,12.0,13,336400,17
2008,632.0,12.0,13,369200,17
2008,632.0,12.0,14,345400,17
2008,632.0,12.0,14,378200,17
2009,631.0,12.0,13,382400,16
2009,631.0,12.0,13,354000,16
2009,631.0,12.0,14,364000,16
2009,631.0,12.0,14,392400,16
2010,670.0,12.0,14,450000,15
1997,305.0,8.0,24,3550,28
1997,305.0,8.0,24,3206,28
1998,305.0,8.0,24,3654,27
1998,305.0,8.0,24,4059,27
1999,320.0,8.0,22,4584,26
1999,320.0,8.0,22,5193,26
2015,435.0,8.0,25,41800,10
2015,300.0,6.0,28,29300,10
2015,310.0,4.0,31,34800,10
2015,310.0,4.0,31,25300,10
2015,435.0,8.0,25,46170,10
2015,435.0,8.0,25,32300,10
2015,300.0,6.0,28,23800,10
2015,310.0,4.0,31,29300,10
2015,435.0,8.0,25,36300,10
2016,435.0,8.0,25,36395,9
2016,435.0,8.0,25,32395,9
2016,300.0,6.0,28,24145,9
2016,310.0,4.0,29,35145,9
2016,310.0,4.0,31,29645,9
2016,435.0,8.0,25,41895,9
2016,300.0,6.0,28,29645,9
2016,310.0,4.0,31,25645,9
2017,310.0,4.0,30,25645,8
2017,300.0,6.0,27,24645,8
2017,310.0,4.0,30,29645,8
2017,435.0,8.0,23,42145,8
2017,435.0,8.0,25,36645,8
2017,310.0,4.0,27,35145,8
2017,435.0,8.0,25,32645,8
1993,130.0,6.0,26,2000,32
1993,88.0,4.0,32,2000,32
1993,130.0,6.0,26,2000,32
1994,130.0,6.0,26,2000,31
1994,88.0,4.0,34,2000,31
1995,88.0,4.0,34,2000,30
2014,158.0,4.0,28,27505,11
2014,158.0,4.0,28,30550,11
2014,158.0,4.0,28,29265,11
2014,167.0,4.0,28,26905,11
2014,167.0,4.0,28,28665,11
2014,158.0,4.0,28,25980,11
2014,167.0,4.0,28,27550,11
2014,167.0,4.0,28,23720,11
2014,158.0,4.0,28,28650,11
2014,167.0,4.0,28,29450,11
2015,158.0,4.0,28,28650,10
2015,167.0,4.0,28,27550,10
2015,158.0,4.0,28,29265,10
2015,167.0,4.0,28,23970,10
2015,167.0,4.0,28,29450,10
2015,158.0,4.0,28,30550,10
2015,158.0,4.0,28,27505,10
2015,167.0,4.0,28,26905,10
2015,158.0,4.0,28,26230,10
2015,167.0,4.0,28,32205,10
2015,158.0,4.0,28,32655,10
2015,167.0,4.0,28,28665,10
2016,155.0,4.0,34,28600,9
2016,155.0,4.0,36,26395,9
2016,155.0,4.0,36,29330,9
2016,155.0,4.0,36,31270,9
2016,155.0,4.0,34,30065,9
2016,155.0,4.0,34,24915,9
1995,164.0,6.0,24,2000,30
1995,118.0,4.0,31,2000,30
1996,164.0,6.0,24,2000,29
1996,118.0,4.0,31,2000,29
1996,164.0,6.0,24,2000,29
1997,164.0,6.0,24,2000,28
1997,114.0,4.0,31,2000,28
1992,155.0,6.0,20,2000,33
1992,155.0,6.0,20,2000,33
1992,155.0,6.0,20,2000,33
1992,155.0,6.0,20,2000,33
1993,160.0,6.0,21,2000,32
1993,160.0,6.0,21,2000,32
1993,160.0,6.0,21,2000,32
1993,160.0,6.0,21,2000,32
1994,160.0,6.0,19,2000,31
1994,160.0,6.0,19,2000,31
1994,160.0,6.0,18,2000,31
1994,160.0,6.0,18,2000,31
2015,365.0,6.0,20,65055,10
2015,365.0,6.0,19,67220,10
2015,365.0,6.0,22,61480,10
2015,365.0,6.0,20,63645,10
2016,380.0,6.0,22,63195,9
2016,380.0,6.0,19,76650,9
2016,380.0,6.0,19,69135,9
2016,380.0,6.0,20,65560,9
2016,380.0,6.0,20,73645,9
2016,380.0,6.0,20,74260,9
2016,380.0,6.0,20,66770,9
2016,380.0,6.0,22,71260,9
2017,380.0,6.0,20,65560,8
2017,380.0,6.0,21,71260,8
2017,380.0,6.0,20,66770,8
2017,380.0,6.0,21,63195,8
2017,380.0,6.0,19,69135,8
2017,380.0,6.0,19,76645,8
2017,380.0,6.0,20,73650,8
2017,380.0,6.0,20,74260,8
2003,215.0,4.0,27,19450,22
2003,132.0,4.0,32,13030,22
2003,150.0,4.0,32,17085,22
2003,132.0,4.0,32,15340,22
2004,132.0,4.0,29,14315,21
2004,150.0,4.0,32,17640,21
2004,132.0,4.0,32,15800,21
2004,225.0,4.0,28,20450,21
2004,132.0,4.0,32,13490,21
2004,132.0,4.0,29,16625,21
2005,132.0,4.0,32,16110,20
2005,132.0,4.0,32,13800,20
2005,220.0,4.0,28,20700,20
1999,132.0,4.0,36,2000,26
1999,150.0,4.0,36,2000,26
1999,132.0,4.0,36,2000,26
1999,150.0,4.0,36,2000,26
1999,132.0,4.0,36,2000,26
1999,150.0,4.0,36,2000,26
2000,132.0,4.0,31,2000,25
2000,132.0,4.0,31,2044,25
2001,132.0,4.0,30,12715,24
2008,150.0,5.0,29,20990,17
2008,150.0,5.0,29,20525,17
2008,150.0,5.0,29,20525,17
2008,150.0,5.0,28,24315,17
2008,150.0,5.0,28,17475,17
2008,150.0,5.0,29,20990,17
2008,150.0,5.0,29,18550,17
2008,150.0,5.0,28,24315,17
2008,150.0,5.0,29,18550,17
2008,150.0,5.0,28,23240,17
2008,150.0,5.0,28,25740,17
2008,150.0,5.0,29,20990,17
2008,150.0,5.0,28,25740,17
2008,150.0,5.0,28,17475,17
2008,150.0,5.0,29,20990,17
2008,150.0,5.0,28,23240,17
2009,150.0,5.0,28,25990,16
2009,150.0,5.0,28,25990,16
2009,150.0,5.0,28,18290,16
2009,150.0,5.0,28,18290,16
2009,150.0,5.0,28,26990,16
2009,150.0,5.0,29,19390,16
2009,150.0,5.0,29,19390,16
2009,150.0,5.0,28,26990,16
2010,150.0,5.0,28,18690,15
2010,150.0,5.0,28,27390,15
2010,150.0,5.0,28,18690,15
2010,150.0,5.0,29,20390,15
2010,150.0,5.0,29,19790,15
2010,150.0,5.0,29,20390,15
2010,150.0,5.0,28,27390,15
2010,150.0,5.0,29,20390,15
2010,150.0,5.0,28,26390,15
2010,150.0,5.0,29,19790,15
2010,150.0,5.0,29,20390,15
2010,150.0,5.0,28,26390,15
1994,214.0,6.0,24,2000,31
1995,214.0,6.0,24,2000,30
1996,214.0,6.0,24,2000,29
1994,170.0,6.0,25,2000,31
1994,170.0,6.0,25,2000,31
1994,225.0,6.0,24,2000,31
1994,170.0,6.0,25,2000,31
1995,205.0,6.0,26,2000,30
1995,225.0,6.0,26,2000,30
1996,205.0,6.0,27,2000,29
2009,210.0,6.0,21,26220,16
2009,210.0,6.0,22,24560,16
2009,210.0,6.0,22,22240,16
2009,210.0,6.0,21,23900,16
2010,210.0,6.0,21,23250,15
2010,260.0,6.0,21,25750,15
2010,210.0,6.0,22,23235,15
2010,260.0,6.0,21,26750,15
2010,210.0,6.0,22,21590,15
2010,260.0,6.0,20,27410,15
2010,260.0,6.0,20,28410,15
2010,210.0,6.0,21,24895,15
2010,210.0,6.0,22,21590,15
2010,210.0,6.0,21,23250,15
2011,260.0,6.0,21,28995,14
2011,260.0,6.0,21,27245,14
2011,260.0,6.0,21,27995,14
2011,210.0,6.0,21,23995,14
2011,210.0,6.0,22,21590,14
2011,260.0,6.0,21,26245,14
